grade_id,student_id,course_id,group_id,assessment_title,assessment_id,type,score,max_score,date
GR01317,S0120,C002,G04,Practical 1,C002-PR,practical,54.2,100,2026-04-01
GR01318,S0120,C002,G04,Practical 2,C002-PR,practical,50.0,100,2026-04-16
GR01319,S0120,C002,G04,Midterm Exam,C002-EX,exam,64.5,100,2026-04-30
GR01320,S0120,C002,G04,Final Exam,C002-EXF,exam,71.9,100,2026-05-15
GR01321,S0121,C006,G09,Quiz 1,C006-QZ,quiz,62.4,100,2025-12-17
GR01322,S0121,C006,G09,Quiz 2,C006-QZ,quiz,89.4,100,2026-01-01
GR01323,S0121,C006,G09,Quiz 3,C006-QZ,quiz,56.5,100,2026-01-16
GR01324,S0121,C006,G09,Quiz 4,C006-QZ,quiz,73.1,100,2026-01-31
GR01325,S0121,C006,G09,Assignment 1,C006-AS,assignment,70.2,100,2026-02-15
GR01326,S0121,C006,G09,Assignment 2,C006-AS,assignment,63.8,100,2026-03-02
GR01327,S0121,C006,G09,Assignment 3,C006-AS,assignment,58.0,100,2026-03-16
GR01328,S0121,C006,G09,Practical 1,C006-PR,practical,81.5,100,2026-03-31
GR01329,S0121,C006,G09,Practical 2,C006-PR,practical,75.1,100,2026-04-15
GR01330,S0121,C006,G09,Midterm Exam,C006-EX,exam,86.6,100,2026-04-30
GR01331,S0121,C006,G09,Final Exam,C006-EXF,exam,87.4,100,2026-05-15
GR01332,S0122,C006,G08,Quiz 1,C006-QZ,quiz,69.7,100,2025-12-17
GR01333,S0122,C006,G08,Quiz 2,C006-QZ,quiz,70.6,100,2026-01-01
GR01334,S0122,C006,G08,Quiz 3,C006-QZ,quiz,77.2,100,2026-01-16
GR01335,S0122,C006,G08,Quiz 4,C006-QZ,quiz,73.5,100,2026-01-31
GR01336,S0122,C006,G08,Assignment 1,C006-AS,assignment,85.1,100,2026-02-15
GR01337,S0122,C006,G08,Assignment 2,C006-AS,assignment,58.2,100,2026-03-02
GR01338,S0122,C006,G08,Assignment 3,C006-AS,assignment,56.5,100,2026-03-16
GR01339,S0122,C006,G08,Practical 1,C006-PR,practical,60.0,100,2026-03-31
GR01340,S0122,C006,G08,Practical 2,C006-PR,practical,63.5,100,2026-04-15
GR01341,S0122,C006,G08,Midterm Exam,C006-EX,exam,74.1,100,2026-04-30
GR01342,S0122,C006,G08,Final Exam,C006-EXF,exam,48.0,100,2026-05-15
GR01343,S0123,C006,G08,Quiz 1,C006-QZ,quiz,83.1,100,2025-12-23
GR01344,S0123,C006,G08,Quiz 2,C006-QZ,quiz,90.4,100,2026-01-06
GR01345,S0123,C006,G08,Quiz 3,C006-QZ,quiz,81.7,100,2026-01-21
GR01346,S0123,C006,G08,Quiz 4,C006-QZ,quiz,89.9,100,2026-02-04
GR01347,S0123,C006,G08,Assignment 1,C006-AS,assignment,93.8,100,2026-02-18
GR01348,S0123,C006,G08,Assignment 2,C006-AS,assignment,63.0,100,2026-03-05
GR01349,S0123,C006,G08,Assignment 3,C006-AS,assignment,69.2,100,2026-03-19
GR01350,S0123,C006,G08,Practical 1,C006-PR,practical,75.2,100,2026-04-02
GR01351,S0123,C006,G08,Practical 2,C006-PR,practical,73.9,100,2026-04-17
GR01352,S0123,C006,G08,Midterm Exam,C006-EX,exam,82.7,100,2026-05-01
GR01353,S0123,C006,G08,Final Exam,C006-EXF,exam,77.8,100,2026-05-15
GR01354,S0124,C001,G02,Quiz 1,C001-QZ,quiz,92.6,100,2025-12-30
GR01355,S0124,C001,G02,Quiz 2,C001-QZ,quiz,69.9,100,2026-01-13
GR01356,S0124,C001,G02,Quiz 3,C001-QZ,quiz,74.7,100,2026-01-27
GR01357,S0124,C001,G02,Quiz 4,C001-QZ,quiz,67.8,100,2026-02-09
GR01358,S0124,C001,G02,Assignment 1,C001-AS,assignment,82.2,100,2026-02-23
GR01359,S0124,C001,G02,Assignment 2,C001-AS,assignment,63.8,100,2026-03-09
GR01360,S0124,C001,G02,Assignment 3,C001-AS,assignment,67.5,100,2026-03-22
GR01361,S0124,C001,G02,Practical 1,C001-PR,practical,71.3,100,2026-04-05
GR01362,S0124,C001,G02,Practical 2,C001-PR,practical,81.6,100,2026-04-19
GR01363,S0124,C001,G02,Midterm Exam,C001-EX,exam,69.5,100,2026-05-02
GR01364,S0124,C001,G02,Final Exam,C001-EXF,exam,68.9,100,2026-05-16
GR01365,S0125,C001,G01,Quiz 1,C001-QZ,quiz,79.6,100,2025-12-18
GR01366,S0125,C001,G01,Quiz 2,C001-QZ,quiz,85.2,100,2026-01-02
GR01367,S0125,C001,G01,Quiz 3,C001-QZ,quiz,88.7,100,2026-01-17
GR01368,S0125,C001,G01,Quiz 4,C001-QZ,quiz,69.8,100,2026-02-01
GR01369,S0125,C001,G01,Assignment 1,C001-AS,assignment,60.7,100,2026-02-15
GR01370,S0125,C001,G01,Assignment 2,C001-AS,assignment,74.2,100,2026-03-02
GR01371,S0125,C001,G01,Assignment 3,C001-AS,assignment,80.6,100,2026-03-17
GR01372,S0125,C001,G01,Practical 1,C001-PR,practical,76.9,100,2026-04-01
GR01373,S0125,C001,G01,Practical 2,C001-PR,practical,76.2,100,2026-04-15
GR01374,S0125,C001,G01,Midterm Exam,C001-EX,exam,79.5,100,2026-04-30
GR01375,S0125,C001,G01,Final Exam,C001-EXF,exam,87.7,100,2026-05-15
GR01376,S0126,C001,G02,Quiz 1,C001-QZ,quiz,72.7,100,2025-12-26
GR01377,S0126,C001,G02,Quiz 2,C001-QZ,quiz,72.3,100,2026-01-09
GR01378,S0126,C001,G02,Quiz 3,C001-QZ,quiz,63.5,100,2026-01-23
GR01379,S0126,C001,G02,Quiz 4,C001-QZ,quiz,71.8,100,2026-02-06
GR01380,S0126,C001,G02,Assignment 1,C001-AS,assignment,80.2,100,2026-02-20
GR01381,S0126,C001,G02,Assignment 2,C001-AS,assignment,55.4,100,2026-03-06
GR01382,S0126,C001,G02,Assignment 3,C001-AS,assignment,79.9,100,2026-03-20
GR01383,S0126,C001,G02,Practical 1,C001-PR,practical,76.2,100,2026-04-03
GR01384,S0126,C001,G02,Practical 2,C001-PR,practical,87.1,100,2026-04-17
GR01385,S0126,C001,G02,Midterm Exam,C001-EX,exam,79.1,100,2026-05-01
GR01386,S0126,C001,G02,Final Exam,C001-EXF,exam,66.0,100,2026-05-15
GR01387,S0127,C005,G07,Quiz 1,C005-QZ,quiz,66.7,100,2025-12-24
GR01388,S0127,C005,G07,Quiz 2,C005-QZ,quiz,59.2,100,2026-01-07
GR01389,S0127,C005,G07,Quiz 3,C005-QZ,quiz,45.8,100,2026-01-21
GR01390,S0127,C005,G07,Quiz 4,C005-QZ,quiz,56.8,100,2026-02-05
GR01391,S0127,C005,G07,Assignment 1,C005-AS,assignment,63.8,100,2026-02-19
GR01392,S0127,C005,G07,Assignment 2,C005-AS,assignment,29.0,100,2026-03-05
GR01393,S0127,C005,G07,Assignment 3,C005-AS,assignment,38.4,100,2026-03-19
GR01394,S0127,C005,G07,Practical 1,C005-PR,practical,45.9,100,2026-04-03
GR01395,S0127,C005,G07,Practical 2,C005-PR,practical,60.4,100,2026-04-17
GR01396,S0127,C005,G07,Midterm Exam,C005-EX,exam,55.8,100,2026-05-01
GR01397,S0127,C005,G07,Final Exam,C005-EXF,exam,51.6,100,2026-05-15
GR01398,S0128,C001,G01,Quiz 1,C001-QZ,quiz,83.3,100,2025-12-27
GR01399,S0128,C001,G01,Quiz 2,C001-QZ,quiz,68.2,100,2026-01-10
GR01400,S0128,C001,G01,Quiz 3,C001-QZ,quiz,69.5,100,2026-01-24
GR01401,S0128,C001,G01,Quiz 4,C001-QZ,quiz,80.1,100,2026-02-07
GR01402,S0128,C001,G01,Assignment 1,C001-AS,assignment,77.1,100,2026-02-21
GR01403,S0128,C001,G01,Assignment 2,C001-AS,assignment,66.6,100,2026-03-07
GR01404,S0128,C001,G01,Assignment 3,C001-AS,assignment,72.9,100,2026-03-21
GR01405,S0128,C001,G01,Practical 1,C001-PR,practical,68.3,100,2026-04-04
GR01406,S0128,C001,G01,Practical 2,C001-PR,practical,76.4,100,2026-04-18
GR01407,S0128,C001,G01,Midterm Exam,C001-EX,exam,71.6,100,2026-05-02
GR01408,S0128,C001,G01,Final Exam,C001-EXF,exam,71.8,100,2026-05-16
GR01409,S0129,C003,G05,Quiz 1,C003-QZ,quiz,86.3,100,2025-12-27
GR01410,S0129,C003,G05,Quiz 2,C003-QZ,quiz,68.8,100,2026-01-10
GR01411,S0129,C003,G05,Quiz 3,C003-QZ,quiz,80.8,100,2026-01-24
GR01412,S0129,C003,G05,Quiz 4,C003-QZ,quiz,74.0,100,2026-02-07
GR01413,S0129,C003,G05,Assignment 1,C003-AS,assignment,79.2,100,2026-02-21
GR01414,S0129,C003,G05,Assignment 2,C003-AS,assignment,69.2,100,2026-03-07
GR01415,S0129,C003,G05,Assignment 3,C003-AS,assignment,54.2,100,2026-03-21
GR01416,S0129,C003,G05,Practical 1,C003-PR,practical,64.3,100,2026-04-04
GR01417,S0129,C003,G05,Practical 2,C003-PR,practical,90.4,100,2026-04-18
GR01418,S0129,C003,G05,Midterm Exam,C003-EX,exam,90.1,100,2026-05-02
GR01419,S0129,C003,G05,Final Exam,C003-EXF,exam,59.4,100,2026-05-16
GR01420,S0130,C001,G02,Quiz 1,C001-QZ,quiz,69.0,100,2025-12-18
GR01421,S0130,C001,G02,Quiz 2,C001-QZ,quiz,81.7,100,2026-01-02
GR01422,S0130,C001,G02,Quiz 3,C001-QZ,quiz,94.4,100,2026-01-17
GR01423,S0130,C001,G02,Quiz 4,C001-QZ,quiz,96.1,100,2026-02-01
GR01424,S0130,C001,G02,Assignment 1,C001-AS,assignment,83.8,100,2026-02-15
GR01425,S0130,C001,G02,Assignment 2,C001-AS,assignment,74.4,100,2026-03-02
GR01426,S0130,C001,G02,Assignment 3,C001-AS,assignment,83.9,100,2026-03-17
GR01427,S0130,C001,G02,Practical 1,C001-PR,practical,95.3,100,2026-04-01
GR01428,S0130,C001,G02,Practical 2,C001-PR,practical,88.3,100,2026-04-15
GR01429,S0130,C001,G02,Midterm Exam,C001-EX,exam,94.9,100,2026-04-30
GR01430,S0130,C001,G02,Final Exam,C001-EXF,exam,88.4,100,2026-05-15
GR01431,S0131,C001,G01,Quiz 1,C001-QZ,quiz,61.3,100,2025-12-19
GR01432,S0131,C001,G01,Quiz 2,C001-QZ,quiz,38.4,100,2026-01-03
GR01433,S0131,C001,G01,Quiz 3,C001-QZ,quiz,47.3,100,2026-01-18
GR01434,S0131,C001,G01,Quiz 4,C001-QZ,quiz,60.6,100,2026-02-01
GR01435,S0131,C001,G01,Assignment 1,C001-AS,assignment,43.0,100,2026-02-16
GR01436,S0131,C001,G01,Assignment 2,C001-AS,assignment,55.8,100,2026-03-03
GR01437,S0131,C001,G01,Assignment 3,C001-AS,assignment,54.9,100,2026-03-17
GR01438,S0131,C001,G01,Practical 1,C001-PR,practical,59.5,100,2026-04-01
GR01439,S0131,C001,G01,Practical 2,C001-PR,practical,67.2,100,2026-04-16
GR01440,S0131,C001,G01,Midterm Exam,C001-EX,exam,52.2,100,2026-04-30
GR01441,S0131,C001,G01,Final Exam,C001-EXF,exam,62.4,100,2026-05-15
GR01442,S0132,C002,G04,Quiz 1,C002-QZ,quiz,69.0,100,2026-01-01
GR01443,S0132,C002,G04,Quiz 2,C002-QZ,quiz,82.2,100,2026-01-15
GR01444,S0132,C002,G04,Quiz 3,C002-QZ,quiz,72.0,100,2026-01-28
GR01445,S0132,C002,G04,Quiz 4,C002-QZ,quiz,85.8,100,2026-02-11
GR01446,S0132,C002,G04,Assignment 1,C002-AS,assignment,63.6,100,2026-02-24
GR01447,S0132,C002,G04,Assignment 2,C002-AS,assignment,67.3,100,2026-03-10
GR01448,S0132,C002,G04,Assignment 3,C002-AS,assignment,76.6,100,2026-03-23
GR01449,S0132,C002,G04,Practical 1,C002-PR,practical,69.9,100,2026-04-06
GR01450,S0132,C002,G04,Practical 2,C002-PR,practical,79.6,100,2026-04-19
GR01451,S0132,C002,G04,Midterm Exam,C002-EX,exam,83.1,100,2026-05-03
GR01452,S0132,C002,G04,Final Exam,C002-EXF,exam,73.6,100,2026-05-16
GR01453,S0133,C001,G02,Quiz 1,C001-QZ,quiz,88.4,100,2025-12-25
GR01454,S0133,C001,G02,Quiz 2,C001-QZ,quiz,70.6,100,2026-01-08
GR01455,S0133,C001,G02,Quiz 3,C001-QZ,quiz,58.6,100,2026-01-22
GR01456,S0133,C001,G02,Quiz 4,C001-QZ,quiz,76.6,100,2026-02-05
GR01457,S0133,C001,G02,Assignment 1,C001-AS,assignment,72.2,100,2026-02-19
GR01458,S0133,C001,G02,Assignment 2,C001-AS,assignment,76.5,100,2026-03-06
GR01459,S0133,C001,G02,Assignment 3,C001-AS,assignment,43.9,100,2026-03-20
GR01460,S0133,C001,G02,Practical 1,C001-PR,practical,49.1,100,2026-04-03
GR01461,S0133,C001,G02,Practical 2,C001-PR,practical,65.9,100,2026-04-17
GR01462,S0133,C001,G02,Midterm Exam,C001-EX,exam,62.7,100,2026-05-01
GR01463,S0133,C001,G02,Final Exam,C001-EXF,exam,69.6,100,2026-05-15
GR01464,S0134,C001,G01,Quiz 1,C001-QZ,quiz,77.3,100,2025-12-18
GR01465,S0134,C001,G01,Quiz 2,C001-QZ,quiz,60.8,100,2026-01-02
GR01466,S0134,C001,G01,Quiz 3,C001-QZ,quiz,65.5,100,2026-01-17
GR01467,S0134,C001,G01,Quiz 4,C001-QZ,quiz,84.1,100,2026-02-01
GR01468,S0134,C001,G01,Assignment 1,C001-AS,assignment,64.7,100,2026-02-15
GR01469,S0134,C001,G01,Assignment 2,C001-AS,assignment,51.4,100,2026-03-02
GR01470,S0134,C001,G01,Assignment 3,C001-AS,assignment,63.4,100,2026-03-17
GR01471,S0134,C001,G01,Practical 1,C001-PR,practical,62.9,100,2026-04-01
GR01472,S0134,C001,G01,Practical 2,C001-PR,practical,77.2,100,2026-04-15
GR01473,S0134,C001,G01,Midterm Exam,C001-EX,exam,85.1,100,2026-04-30
GR01474,S0134,C001,G01,Final Exam,C001-EXF,exam,81.2,100,2026-05-15
GR01475,S0135,C001,G02,Quiz 1,C001-QZ,quiz,92.7,100,2025-12-24
GR01476,S0135,C001,G02,Quiz 2,C001-QZ,quiz,83.8,100,2026-01-07
GR01477,S0135,C001,G02,Quiz 3,C001-QZ,quiz,79.3,100,2026-01-21
GR01478,S0135,C001,G02,Quiz 4,C001-QZ,quiz,83.7,100,2026-02-05
GR01479,S0135,C001,G02,Assignment 1,C001-AS,assignment,80.0,100,2026-02-19
GR01480,S0135,C001,G02,Assignment 2,C001-AS,assignment,57.9,100,2026-03-05
GR01481,S0135,C001,G02,Assignment 3,C001-AS,assignment,58.9,100,2026-03-19
GR01482,S0135,C001,G02,Practical 1,C001-PR,practical,97.0,100,2026-04-03
GR01483,S0135,C001,G02,Practical 2,C001-PR,practical,88.8,100,2026-04-17
GR01484,S0135,C001,G02,Midterm Exam,C001-EX,exam,72.1,100,2026-05-01
GR01485,S0135,C001,G02,Final Exam,C001-EXF,exam,73.3,100,2026-05-15
GR01486,S0136,C006,G09,Quiz 1,C006-QZ,quiz,65.7,100,2025-12-25
GR01487,S0136,C006,G09,Quiz 2,C006-QZ,quiz,80.3,100,2026-01-08
GR01488,S0136,C006,G09,Quiz 3,C006-QZ,quiz,78.7,100,2026-01-22
GR01489,S0136,C006,G09,Quiz 4,C006-QZ,quiz,73.4,100,2026-02-05
GR01490,S0136,C006,G09,Assignment 1,C006-AS,assignment,65.5,100,2026-02-19
GR01491,S0136,C006,G09,Assignment 2,C006-AS,assignment,45.3,100,2026-03-06
GR01492,S0136,C006,G09,Assignment 3,C006-AS,assignment,52.1,100,2026-03-20
GR01493,S0136,C006,G09,Practical 1,C006-PR,practical,60.4,100,2026-04-03
GR01494,S0136,C006,G09,Practical 2,C006-PR,practical,66.6,100,2026-04-17
GR01495,S0136,C006,G09,Midterm Exam,C006-EX,exam,67.2,100,2026-05-01
GR01496,S0136,C006,G09,Final Exam,C006-EXF,exam,60.9,100,2026-05-15
GR01497,S0137,C004,G06,Quiz 1,C004-QZ,quiz,55.0,100,2025-12-27
GR01498,S0137,C004,G06,Quiz 2,C004-QZ,quiz,78.8,100,2026-01-10
GR01499,S0137,C004,G06,Quiz 3,C004-QZ,quiz,77.3,100,2026-01-24
GR01500,S0137,C004,G06,Quiz 4,C004-QZ,quiz,61.4,100,2026-02-07
GR01501,S0137,C004,G06,Assignment 1,C004-AS,assignment,75.5,100,2026-02-21
GR01502,S0137,C004,G06,Assignment 2,C004-AS,assignment,54.5,100,2026-03-07
GR01503,S0137,C004,G06,Assignment 3,C004-AS,assignment,55.7,100,2026-03-21
GR01504,S0137,C004,G06,Practical 1,C004-PR,practical,74.4,100,2026-04-04
GR01505,S0137,C004,G06,Practical 2,C004-PR,practical,71.5,100,2026-04-18
GR01506,S0137,C004,G06,Midterm Exam,C004-EX,exam,64.3,100,2026-05-02
GR01507,S0137,C004,G06,Final Exam,C004-EXF,exam,67.2,100,2026-05-16
GR01508,S0138,C001,G01,Quiz 1,C001-QZ,quiz,96.5,100,2026-01-02
GR01509,S0138,C001,G01,Quiz 2,C001-QZ,quiz,83.0,100,2026-01-15
GR01510,S0138,C001,G01,Quiz 3,C001-QZ,quiz,63.8,100,2026-01-29
GR01511,S0138,C001,G01,Quiz 4,C001-QZ,quiz,86.6,100,2026-02-11
GR01512,S0138,C001,G01,Assignment 1,C001-AS,assignment,76.2,100,2026-02-25
GR01513,S0138,C001,G01,Assignment 2,C001-AS,assignment,80.0,100,2026-03-10
GR01514,S0138,C001,G01,Assignment 3,C001-AS,assignment,98.7,100,2026-03-23
GR01515,S0138,C001,G01,Practical 1,C001-PR,practical,77.8,100,2026-04-06
GR01516,S0138,C001,G01,Practical 2,C001-PR,practical,82.1,100,2026-04-19
GR01517,S0138,C001,G01,Midterm Exam,C001-EX,exam,72.2,100,2026-05-03
GR01518,S0138,C001,G01,Final Exam,C001-EXF,exam,81.1,100,2026-05-16
GR01519,S0139,C006,G08,Quiz 1,C006-QZ,quiz,79.3,100,2025-12-25
GR01520,S0139,C006,G08,Quiz 2,C006-QZ,quiz,91.3,100,2026-01-08
GR01521,S0139,C006,G08,Quiz 3,C006-QZ,quiz,88.6,100,2026-01-22
GR01522,S0139,C006,G08,Quiz 4,C006-QZ,quiz,93.4,100,2026-02-05
GR01523,S0139,C006,G08,Assignment 1,C006-AS,assignment,81.8,100,2026-02-19
GR01524,S0139,C006,G08,Assignment 2,C006-AS,assignment,85.2,100,2026-03-06
GR01525,S0139,C006,G08,Assignment 3,C006-AS,assignment,52.3,100,2026-03-20
GR01526,S0139,C006,G08,Practical 1,C006-PR,practical,92.4,100,2026-04-03
GR01527,S0139,C006,G08,Practical 2,C006-PR,practical,87.6,100,2026-04-17
GR01528,S0139,C006,G08,Midterm Exam,C006-EX,exam,91.8,100,2026-05-01
GR01529,S0139,C006,G08,Final Exam,C006-EXF,exam,74.1,100,2026-05-15
GR01530,S0140,C005,G07,Quiz 1,C005-QZ,quiz,71.5,100,2025-12-27
GR01531,S0140,C005,G07,Quiz 2,C005-QZ,quiz,79.6,100,2026-01-10
GR01532,S0140,C005,G07,Quiz 3,C005-QZ,quiz,65.1,100,2026-01-24
GR01533,S0140,C005,G07,Quiz 4,C005-QZ,quiz,60.8,100,2026-02-07
GR01534,S0140,C005,G07,Assignment 1,C005-AS,assignment,58.4,100,2026-02-21
GR01535,S0140,C005,G07,Assignment 2,C005-AS,assignment,53.1,100,2026-03-07
GR01536,S0140,C005,G07,Assignment 3,C005-AS,assignment,70.0,100,2026-03-21
GR01537,S0140,C005,G07,Practical 1,C005-PR,practical,63.1,100,2026-04-04
GR01538,S0140,C005,G07,Practical 2,C005-PR,practical,60.7,100,2026-04-18
GR01539,S0140,C005,G07,Midterm Exam,C005-EX,exam,70.3,100,2026-05-02
GR01540,S0140,C005,G07,Final Exam,C005-EXF,exam,71.8,100,2026-05-16
GR01541,S0141,C005,G07,Quiz 1,C005-QZ,quiz,68.6,100,2025-12-21
GR01542,S0141,C005,G07,Quiz 2,C005-QZ,quiz,62.4,100,2026-01-05
GR01543,S0141,C005,G07,Quiz 3,C005-QZ,quiz,80.4,100,2026-01-19
GR01544,S0141,C005,G07,Quiz 4,C005-QZ,quiz,74.7,100,2026-02-03
GR01545,S0141,C005,G07,Assignment 1,C005-AS,assignment,69.9,100,2026-02-17
GR01546,S0141,C005,G07,Assignment 2,C005-AS,assignment,56.9,100,2026-03-04
GR01547,S0141,C005,G07,Assignment 3,C005-AS,assignment,43.9,100,2026-03-18
GR01548,S0141,C005,G07,Practical 1,C005-PR,practical,71.6,100,2026-04-02
GR01549,S0141,C005,G07,Practical 2,C005-PR,practical,61.3,100,2026-04-16
GR01550,S0141,C005,G07,Midterm Exam,C005-EX,exam,82.3,100,2026-05-01
GR01551,S0141,C005,G07,Final Exam,C005-EXF,exam,67.6,100,2026-05-15
GR01552,S0142,C005,G07,Quiz 1,C005-QZ,quiz,67.2,100,2025-12-27
GR01553,S0142,C005,G07,Quiz 2,C005-QZ,quiz,42.3,100,2026-01-10
GR01554,S0142,C005,G07,Quiz 3,C005-QZ,quiz,54.0,100,2026-01-24
GR01555,S0142,C005,G07,Quiz 4,C005-QZ,quiz,53.3,100,2026-02-07
GR01556,S0142,C005,G07,Assignment 1,C005-AS,assignment,44.6,100,2026-02-21
GR01557,S0142,C005,G07,Assignment 2,C005-AS,assignment,42.2,100,2026-03-07
GR01558,S0142,C005,G07,Assignment 3,C005-AS,assignment,63.4,100,2026-03-21
GR01559,S0142,C005,G07,Practical 1,C005-PR,practical,43.0,100,2026-04-04
GR01560,S0142,C005,G07,Practical 2,C005-PR,practical,59.3,100,2026-04-18
GR01561,S0142,C005,G07,Midterm Exam,C005-EX,exam,70.1,100,2026-05-02
GR01562,S0142,C005,G07,Final Exam,C005-EXF,exam,56.5,100,2026-05-16
GR01563,S0143,C001,G01,Quiz 1,C001-QZ,quiz,68.9,100,2025-12-24
GR01564,S0143,C001,G01,Quiz 2,C001-QZ,quiz,89.5,100,2026-01-07
GR01565,S0143,C001,G01,Quiz 3,C001-QZ,quiz,86.0,100,2026-01-21
GR01566,S0143,C001,G01,Quiz 4,C001-QZ,quiz,86.2,100,2026-02-05
GR01567,S0143,C001,G01,Assignment 1,C001-AS,assignment,78.9,100,2026-02-19
GR01568,S0143,C001,G01,Assignment 2,C001-AS,assignment,60.6,100,2026-03-05
GR01569,S0143,C001,G01,Assignment 3,C001-AS,assignment,80.5,100,2026-03-19
GR01570,S0143,C001,G01,Practical 1,C001-PR,practical,73.8,100,2026-04-03
GR01571,S0143,C001,G01,Practical 2,C001-PR,practical,64.2,100,2026-04-17
GR01572,S0143,C001,G01,Midterm Exam,C001-EX,exam,84.5,100,2026-05-01
GR01573,S0143,C001,G01,Final Exam,C001-EXF,exam,79.0,100,2026-05-15
GR01574,S0144,C005,G07,Quiz 1,C005-QZ,quiz,65.4,100,2025-12-31
GR01575,S0144,C005,G07,Quiz 2,C005-QZ,quiz,67.8,100,2026-01-14
GR01576,S0144,C005,G07,Quiz 3,C005-QZ,quiz,64.4,100,2026-01-27
GR01577,S0144,C005,G07,Quiz 4,C005-QZ,quiz,74.4,100,2026-02-10
GR01578,S0144,C005,G07,Assignment 1,C005-AS,assignment,68.0,100,2026-02-23
GR01579,S0144,C005,G07,Assignment 2,C005-AS,assignment,72.9,100,2026-03-09
GR01580,S0144,C005,G07,Assignment 3,C005-AS,assignment,65.9,100,2026-03-23
GR01581,S0144,C005,G07,Practical 1,C005-PR,practical,56.8,100,2026-04-05
GR01582,S0144,C005,G07,Practical 2,C005-PR,practical,61.2,100,2026-04-19
GR01583,S0144,C005,G07,Midterm Exam,C005-EX,exam,79.3,100,2026-05-02
GR01584,S0144,C005,G07,Final Exam,C005-EXF,exam,66.9,100,2026-05-16
GR01585,S0145,C001,G01,Quiz 1,C001-QZ,quiz,63.4,100,2025-12-18
GR01586,S0145,C001,G01,Quiz 2,C001-QZ,quiz,64.1,100,2026-01-02
GR01587,S0145,C001,G01,Quiz 3,C001-QZ,quiz,69.2,100,2026-01-17
GR01588,S0145,C001,G01,Quiz 4,C001-QZ,quiz,73.0,100,2026-02-01
GR01589,S0145,C001,G01,Assignment 1,C001-AS,assignment,67.3,100,2026-02-15
GR01590,S0145,C001,G01,Assignment 2,C001-AS,assignment,63.1,100,2026-03-02
GR01591,S0145,C001,G01,Assignment 3,C001-AS,assignment,65.8,100,2026-03-17
GR01592,S0145,C001,G01,Practical 1,C001-PR,practical,67.7,100,2026-04-01
GR01593,S0145,C001,G01,Practical 2,C001-PR,practical,53.8,100,2026-04-15
GR01594,S0145,C001,G01,Midterm Exam,C001-EX,exam,65.9,100,2026-04-30
GR01595,S0145,C001,G01,Final Exam,C001-EXF,exam,84.4,100,2026-05-15
GR01596,S0146,C001,G01,Quiz 1,C001-QZ,quiz,67.5,100,2025-12-19
GR01597,S0146,C001,G01,Quiz 2,C001-QZ,quiz,50.7,100,2026-01-03
GR01598,S0146,C001,G01,Quiz 3,C001-QZ,quiz,70.9,100,2026-01-18
GR01599,S0146,C001,G01,Quiz 4,C001-QZ,quiz,73.5,100,2026-02-01
GR01600,S0146,C001,G01,Assignment 1,C001-AS,assignment,71.6,100,2026-02-16
GR01601,S0146,C001,G01,Assignment 2,C001-AS,assignment,61.8,100,2026-03-03
GR01602,S0146,C001,G01,Assignment 3,C001-AS,assignment,56.0,100,2026-03-17
GR01603,S0146,C001,G01,Practical 1,C001-PR,practical,70.6,100,2026-04-01
GR01604,S0146,C001,G01,Practical 2,C001-PR,practical,59.2,100,2026-04-16
GR01605,S0146,C001,G01,Midterm Exam,C001-EX,exam,78.2,100,2026-04-30
GR01606,S0146,C001,G01,Final Exam,C001-EXF,exam,76.7,100,2026-05-15
GR01607,S0147,C006,G08,Quiz 1,C006-QZ,quiz,72.2,100,2025-12-17
GR01608,S0147,C006,G08,Quiz 2,C006-QZ,quiz,79.5,100,2026-01-01
GR01609,S0147,C006,G08,Quiz 3,C006-QZ,quiz,55.6,100,2026-01-16
GR01610,S0147,C006,G08,Quiz 4,C006-QZ,quiz,64.3,100,2026-01-31
GR01611,S0147,C006,G08,Assignment 1,C006-AS,assignment,59.8,100,2026-02-15
GR01612,S0147,C006,G08,Assignment 2,C006-AS,assignment,63.9,100,2026-03-02
GR01613,S0147,C006,G08,Assignment 3,C006-AS,assignment,55.1,100,2026-03-16
GR01614,S0147,C006,G08,Practical 1,C006-PR,practical,91.7,100,2026-03-31
GR01615,S0147,C006,G08,Practical 2,C006-PR,practical,69.8,100,2026-04-15
GR01616,S0147,C006,G08,Midterm Exam,C006-EX,exam,65.6,100,2026-04-30
GR01617,S0147,C006,G08,Final Exam,C006-EXF,exam,67.3,100,2026-05-15
GR01618,S0148,C003,G05,Quiz 1,C003-QZ,quiz,49.3,100,2025-12-26
GR01619,S0148,C003,G05,Quiz 2,C003-QZ,quiz,49.5,100,2026-01-09
GR01620,S0148,C003,G05,Quiz 3,C003-QZ,quiz,61.3,100,2026-01-23
GR01621,S0148,C003,G05,Quiz 4,C003-QZ,quiz,75.1,100,2026-02-06
GR01622,S0148,C003,G05,Assignment 1,C003-AS,assignment,82.5,100,2026-02-20
GR01623,S0148,C003,G05,Assignment 2,C003-AS,assignment,48.3,100,2026-03-06
GR01624,S0148,C003,G05,Assignment 3,C003-AS,assignment,42.9,100,2026-03-20
GR01625,S0148,C003,G05,Practical 1,C003-PR,practical,58.8,100,2026-04-03
GR01626,S0148,C003,G05,Practical 2,C003-PR,practical,57.9,100,2026-04-17
